2	-25.099
3	-26.4391
4	-27.0867
5	-27.4249
6	-27.6183
7	-27.7374
8	-27.8137
9	-27.8645
10	-27.8998
11	-27.925
12	-27.9456
13	-27.9651
14	-27.9828
15	-27.9983
16	-28.0107
17	-28.0199
18	-28.0262
19	-28.0301
20	-28.0324
21	-28.0337
