2	-4.83151
3	-4.84432
4	-5.19628
5	-5.41672
6	-5.71041
7	-5.22941
8	-5.22764
9	-5.24948
10	-5.22625
11	-5.34049
12	-5.26624
13	-5.2278
14	-5.22625
15	-5.39512
16	-5.22625
17	-5.25793
18	-5.26969
19	-5.85243
20	-5.42282
21	-5.23723
22	-5.22625
23	-5.49818
24	-5.5041
25	-5.3827
26	-5.31003
27	-5.22625
28	-5.26611
29	-5.23095
30	-5.22625
