2	-24
3	-25.2773
4	-25.8851
5	-26.1994
6	-26.3785
7	-26.4882
8	-26.5582
9	-26.6047
10	-26.637
11	-26.6575
12	-26.6712
13	-26.6792
14	-26.6834
15	-26.6857
16	-26.687
