2 -8.31662
3 -8.65947
4 -8.74492
5 -8.76107
6 -8.76254
7 -8.76257
8 -8.76257
9 -8.76257
10 -8.76257
11 -8.76257
12 -8.76257
13 -8.76257
14 -8.76257
15 -8.76257
16 -8.76257
17 -8.76257
18 -8.76257
19 -8.76257
20 -8.76257
21 -8.76257
22 -8.76257
23 -8.76257
24 -8.76257
25 -8.76257
26 -8.76257
27 -8.76257
28 -8.76257
29 -8.76257
30 -8.76257
31 -8.76257
32 -8.76257
33 -8.76257
34 -8.76257
35 -8.76257
36 -8.76257
37 -8.76257
38 -8.76257
39 -8.76257
40 -8.76257
41 -8.76257
42 -8.76257
43 -8.76257
44 -8.76257
45 -8.76257
46 -8.76257
47 -8.76257
48 -8.76257
49 -8.76257
50 -8.76257
51 -8.76257
52 -8.76257
53 -8.76257
54 -8.76257
55 -8.76257
56 -8.76257
57 -8.76257
58 -8.76257
59 -8.76257
60 -8.76257
61 -8.76257
62 -8.76257
63 -8.76257
64 -8.76257
65 -8.76257
66 -8.76257
67 -8.76257
68 -8.76257
69 -8.76257
70 -8.76257
71 -8.76257
72 -8.76257
73 -8.76257
74 -8.76257
