2 -9.4641
3 -9.87354
4 -10.023
5 -10.1661
6 -10.2292
7 -10.2478
8 -10.2511
9 -10.2516
10 -10.2517
11 -10.2517
12 -10.2517
13 -10.2517
14 -10.2517
15 -10.2517
16 -10.2517
17 -10.2517
18 -10.2517
19 -10.2517
20 -10.2517
21 -10.2517
22 -10.2517
23 -10.2517
24 -10.2517
25 -10.2517
26 -10.2517
27 -10.2517
28 -10.2517
29 -10.2517
30 -10.2517
31 -10.2517
32 -10.2517
33 -10.2517
34 -10.2517
35 -10.2517
36 -10.2517
37 -10.2517
38 -10.2517
39 -10.2517
40 -10.2517
41 -10.2517
42 -10.2517
43 -10.2517
44 -10.2517
45 -10.2517
46 -10.2517
47 -10.2517
48 -10.2517
49 -10.2517
50 -10.2517
51 -10.2517
52 -10.2517
53 -10.2517
54 -10.2517
55 -10.2517
56 -10.2517
57 -10.2517
58 -10.2517
59 -10.2517
60 -10.2517
61 -10.2517
62 -10.2517
63 -10.2517
64 -10.2517
65 -10.2517
66 -10.2517
67 -10.2517
68 -10.2517
69 -10.2517
70 -10.2517
71 -10.2517
72 -10.2517
73 -10.2517
74 -10.2517
75 -10.2517
76 -10.2517
77 -10.2517
78 -10.2517
79 -10.2517
80 -10.2517
81 -10.2517
82 -10.2517
83 -10.2517
84 -10.2517
85 -10.2517
86 -10.2517
87 -10.2517
88 -10.2517
89 -10.2517
90 -10.2517
91 -10.2517
92 -10.2517
93 -10.2517
94 -10.2517
95 -10.2517
96 -10.2517
97 -10.2517
98 -10.2517
99 -10.2517
100 -10.2517
