2 -11.7417
3 -12.2873
4 -12.4934
5 -12.5933
6 -12.6856
7 -12.7466
8 -12.7731
9 -12.7822
10 -12.7843
11 -12.7848
12 -12.7849
13 -12.7849
14 -12.7849
15 -12.7849
16 -12.7849
17 -12.7849
18 -12.7849
19 -12.7849
20 -12.7849
21 -12.7849
22 -12.7849
23 -12.7849
24 -12.7849
25 -12.7849
26 -12.7849
27 -12.7849
28 -12.7849
29 -12.7849
30 -12.7849
31 -12.7849
32 -12.7849
33 -12.7849
34 -12.7849
35 -12.7849
36 -12.7849
37 -12.7849
38 -12.7849
39 -12.7849
40 -12.7849
41 -12.7849
42 -12.7849
43 -12.7849
44 -12.7849
45 -12.7849
46 -12.7849
47 -12.7849
48 -12.7849
49 -12.7849
50 -12.7849
51 -12.7849
52 -12.7849
53 -12.7849
54 -12.7849
55 -12.7849
56 -12.7849
57 -12.7849
58 -12.7849
59 -12.7849
60 -12.7849
61 -12.7849
62 -12.7849
63 -12.7849
64 -12.7849
65 -12.7849
66 -12.7849
67 -12.7849
68 -12.7849
69 -12.7849
70 -12.7849
71 -12.7849
72 -12.7849
73 -12.7849
74 -12.7849
75 -12.7849
76 -12.7849
77 -12.7849
78 -12.7849
79 -12.7849
80 -12.7849
81 -12.7849
82 -12.7849
83 -12.7849
84 -12.7849
85 -12.7849
86 -12.7849
87 -12.7849
88 -12.7849
89 -12.7849
90 -12.7849
91 -12.7849
92 -12.7849
93 -12.7849
94 -12.7849
95 -12.7849
96 -12.7849
97 -12.7849
98 -12.7849
99 -12.7849
100 -12.7849
