2 -7.16228
3 -7.44054
4 -7.66576
5 -7.71942
6 -7.72708
7 -7.72741
8 -7.72741
9 -7.72741
10 -7.72741
11 -7.72741
12 -7.72741
13 -7.72741
14 -7.72741
15 -7.72741
16 -7.72741
17 -7.72741
18 -7.72741
19 -7.72741
20 -7.72741
21 -7.72741
22 -7.72741
23 -7.72741
24 -7.72741
25 -7.72741
26 -7.72741
27 -7.72741
28 -7.72741
29 -7.72741
30 -7.72741
31 -7.72741
32 -7.72741
33 -7.72741
34 -7.72741
35 -7.72741
36 -7.72741
37 -7.72741
38 -7.72741
39 -7.72741
40 -7.72741
41 -7.72741
42 -7.72741
43 -7.72741
44 -7.72741
45 -7.72741
46 -7.72741
47 -7.72741
48 -7.72741
49 -7.72741
50 -7.72741
