8.33333   0
5.83333   0
4.5   0
3.66667   0
3.09524   0
2.67857   0
2.36111   0
2.11111   0
1.90909   0
1.74242   0
1.60256   0
1.48352   0
1.38095   0
1.29167   0
1.21324   0
1.14379   0
1.08187   0
1.02632   0
0.97619   0
0.930736   0
0.889328   0
0.851449   0
0.816667   0
0.784615   0
0.754986   0
0.727513   0
0.701971   0
0.678161   0
0.655914   0
0.635081   0
0.61553   0
0.597148   0
0.579832   0
0.563492   0
0.548048   0
0.533428   0
0.519568   0
0.50641   0
0.493903   0
0.481998   0
0.470654   0
0.459831   0
0.449495   0
0.439614   0
0.430157   0
0.421099   0
0.412415   0
0.404082   0
0.396079   0
0.388386   0
0.380987   0
0.373865   0
0.367004   0
0.36039   0
0.35401   0
0.347853   0
0.341906   0
0.336158   0
