8.33333   -0.00047645
5.83333   -0.00136344
4.5   -0.00302406
3.66667   -0.00581823
3.09524   -0.0102406
2.67857   -0.016962
2.36111   -0.0268553
2.11111   -0.0409866
1.90909   -0.0605376
1.74242   -0.0866129
1.60256   -0.11988
1.48352   -0.160016
1.38095   -0.205042
1.29167   -0.250816
1.21324   -0.291153
1.14379   -0.318992
1.08187   -0.328481
1.02632   -0.317042
0.97619   -0.286196
0.930736   -0.240692
0.889328   -0.186619
0.851449   -0.129627
0.816667   -0.0739343
0.784615   -0.0221281
0.754986   0.02455
0.727513   0.0657814
0.701971   0.101795
0.678161   0.133082
0.655914   0.160233
0.635081   0.183834
0.61553   0.204421
0.597148   0.222465
0.579832   0.238368
0.563492   0.252461
0.548048   0.265026
0.533428   0.276292
0.519568   0.28645
0.50641   0.295657
0.493903   0.304042
0.481998   0.311714
0.470654   0.318767
0.459831   0.325274
0.449495   0.331298
0.439614   0.336895
0.430157   0.342114
0.421099   0.34699
0.412415   0.351562
0.404082   0.355854
0.396079   0.3599
0.388386   0.363713
0.380987   0.367321
0.373865   0.370736
0.367004   0.373978
0.36039   0.377053
0.35401   0.379985
0.347853   0.382776
0.341906   0.385437
0.336158   0.387982
